jokeText,jokeHasHumor,jokeRate
una chica entre a una iglesia con un buen escote y el cura al vela le dije disculpa señorita pero no pues entrar a la iglesia as persona padre pero yo tenso el derecho divino si señorita y el izquierdo también pero no pues entrar,0,1
por que los cliente del banco en latinoamrica siempre llevar un libro porque siempre les bien espera en línea,0,1
un hombre es mirado descaradamente a dos chica que esto en la playa en bitinia y una le pregunta pero bueno a que con querer ah es que quedo elegir,0,1
tan tres a visitar a un amigo al hospital en esto el amigo les dije vicente gracia por venir base la frente mariano gracia también a ti base la mano montosa a donde las montosa,0,1
mamamama en la escuela me bien interesado quien hijo eso hijo dama 5 euro y te cuento,1,5
dos amigo por la calle ye juan muy bien te vez si es que ayer coincidir con una chica en el ascensor y nos enamorado dije que son el amor de subida,1,5
un hombre borracho entre en un local de alcohólico anónimo y el conserje le pregunta bueno las bien usted a apunarse no vendo a borrar,1,5
esto es una clase a primero de curso y dije la señorita bueno pues para conoceernos mejor me vals a decir las proofeciones de nuestras madre venta listo en que trabajo tu madre bueno pues mi madre es medicacura a la gente que esta maldita y les dije la medicina que tizne que tomar muy bien listo dije la seo haber tu manito en que trabajo tu madre bueno pues mi madre es camarera ella aliende a la gente les dije lo que quier de comer y ella se lo de muy bien maldito y en que trabajo tu madre caimito bueno pues mi madre es sustituta como que sustituta sera prostituta no nono la prostituta es mi ti lo que pasa es que esta maldita y la sustituto mi madre jajajaj,1,5
una mujer de 25 los le cuenta a una amiga sobre su matrimonio con un seor de 75 los es tan caballero me tras floreo todo los las me regala botones me lleva de paseo fumo de vacaciones a hacia me compra ropa toda las semana me lleva al cine al teatro de cena a los mejor restaurante joya y en la cama pregunta la amiga en la cama hacedor el tratamiento que tratamiento a trata y yo viento,1,5
como se dije pelo sucio en chino chino chal pu,1,5
esto es un hombre tan gordo tan gordo manigordo que su ángel de la guardia tenia que dormir en otra cama,1,5
que le dije un sorbete al pedo salir vos primero que tener bocina,1,5
frase una vez un hombre tan pequeño pero tan pequeño que se sucio en una canica y hijo el mundo es mio navaja,1,5
en un puente hacia dos tortuga y el puente se a a caer a le dije una tortuga a la otra nada xi no habla,1,5
aria un debe tan feo pero ten feo que para salir a la calle le pregunta al teléfono bebequien es el no mas lindo del mundo y el teléfono buena tutututututututu,1,5
doctor doctor mesientommal pues sientese bien,1,5
saber por que se llama papa novel porque los regalo te los tras papá no a,1,5
bueno flor esto te a ser reir espera que te gusto mucho te re quieto pendejo sos la mejor amiga que cono,0,1
ye saber como se llama los habitante de barcelona con pues todo no,1,5
por que no se burro nunca un billete de cien en una fila larga de un banco en latinoamrica porque siempre tizne mucho cuento que contar,1,5
por que los ordenador nunca se miente mal porque tener antivirus,1,5
un personaje de dibujo animador es leyenda un libro en la cama tan linda la desgraciada uno aquí todavía hacienda deber como un tonto,1,5
dos nial en el patio de la escuela después del de de rey le pregunta una a la otra que te ha traído los rey mago una minicadena contenta la otra muy afónica ah muy bien pero por que hablar tan bajo es que me aprieto mucho,1,5
que es una hipoteca una discoteca para hipopótamo,1,5
mama mama en la escuela me bien marciano bueno hijo perra tus tres otitis y dormitejijijijiji,1,5
el funcionario rellena una ficha y le hacer pregunta a un inmigrante sexo 3 veras por semana no quieto decir si masculino o femenino lo que carga,1,5
hacia una vez un nene que se llamada gustazo y le digno a la mama mama en la escuela me bien octavo hijo porque no me limiste que estas en octavo grado,1,5
mama mama en laescela me llama cabeza gorda pues pegasea la esquí se meter en nos rinconctos a lo no quedo,1,5
es que era una vez que me aire un pedo perfume todo el salón me correero de la escueelaxd,1,5
mal mal en la puerta ha dos extraterrestres dos extraterrestres pero que dijes no que a que a en a ellos la madre vale corrigendo aire la puerta y ve a dos ceres enchaquetados y encorbatados que le bien bueno las era somo de planeta de agostiza,1,5
hacia una vez un perro a se llamada chiste el perro se muro a el chiste término,1,5
una chica con una falda muy ajustada intenta subir al auto pero al intentar se le nube la falda dejado a la vista su ropa interior una mujer que espera en la parada le dije a su marido pepe no te parecer lasciva y obscena la forma en que los hombre mira a la chica que se es subido al auto el marido contenta con la mirada desenfadada que auto,1,5
por de a gozo le diasen fin de semanapor de se llama domingo jajajajaja,1,5
mama en el colegio me llama pelo verde por a sera por a se saca los mocoso asta el pelojajajaja,1,5
en el bar de ecua entre el jefe de los borracho y dije a 1 tu cuanto mies 1m79cm y le de 1 tiro en la cabeza y le dije pum mediana otro le dije tu cuanta ese al día comer 10 a día y le de 1 tiro y le dicepum comida al otro le dije tu cuanto mas 3 ese a día y le dije pum mis y al último le dije tu cuanto cagar y el le dije yo no co y el jefe le dije pum caraste jajajajajajjaaaa espera a les ella gastado este chiste si quedo seguir adelante mistela,0,1
esto dos jijas y una gitana hablado entre ellas y comentario lo bueno que era sus marido la primera hija dije pues mi marido o se capucha me ha regalado un yate para ir de comprar hasta italia y contenta la gitana maravilloso maravilloso la segunda hija cometa eso no es nada mi marido el principio como yo le llama me ha regalado un et privado y quedo firme de comprar hasta ne por y dije la gitana maravilloso maravilloso le pregunta las jijas a la gitana bueno y a a que te ha regalado tu marido pues a a me ha regalado un glosopeda y eso para que pues mira yo antes deca malacatones y ahora digno melocotonero antes deca vagoneta y ahora digno furgoneta y antes deca me duda to el con y ahora digno maravilloso,0,1
una seora le dije a su esposooye so que en mi cumpleaños me regalada un collar de perla que significar el esposo le contenta el de de tu cumpleaños lo sabre ese de el esposo llega con una bolsa y la seora corte le quita la bolsa la romper y saca un libro del significado de los suyos,0,1
un no de 3 los se estafa mirado sus testículo mientras se barba mal pregunta este es mi cerebro no hijo todavía no,1,3
maripily llama por teléfono a una amiga suya con tono angustiado esto bien preocupar saber el médico me hijo que me tomar tres nuestras de orina pero solo me toma dosis que eso saber muy amargo,0,1
como se dije en africano la abuela muro porque se como pescado podrido gamba chunga yaya tumba,0,1
la mama a caimito caimito es a comprar mis cebolla vale ahora hoy entonces caimito a por la calle y ve a todo las mis espada luego llega a casa y caimito y mis cebolla no se mama yo solo he visto a mis guadalajareña mis ellos balear xdxdxdxd jejejeje,0,1
que es peor que encontrar un gusano tras morder una manzana encontrar solo medio gusano,1,2
luego el cabrito de los helado pepino se para y dije tizne de coco si entonces porque no se asustar,1,4
que jedive un bosque al otro y vos que,1,4
que le dije un huevo a la sartén me poner frito,1,3
pregunta por que los libro nunca se atrever a molestar al lápiz en la escuela respuesta porque siempre es bien afilador,1,3
en el periódico zona de contacto chico invisible busca a chica transparente para hacer cosa nunca vista,1,3
a saber por que los cura tan tan contento a su trabajo porque tener al jefe crucificado,1,3
dos borracho que se cuesta en una litera y el borracho que es en la litera de arriba antes de dormir comienzo a rezar con dios me acuesto con dios me levante la virgen para y el espíritu santo en eso se caer de la litera y el borracho que es en la parte de abajo le dije es eso te pasa por estar durmiente con tanta gente,1,4
caimito le dije a su mama mama esta golpeado la puerta dejada que se defensa sola,1,3
eso de que un clavo saca otro clavo no funcionar a la perfección tenia uno en el pie y ahora ya tenso tres alguien saber otro todo,1,3
lucas después de vario los consigo aprobar las oposiciones para ser funcionario en su primer de de trabajo su jefe lo llama al despacho bueno seor lucas que tal su primer de de trabajo quera aclarar su horario de trabajo y su desempeño el horario de trabajo ser de 0800 a 1500 de lunes a viernes algo que objetar no seor ninguno pero quera comentario una cosa que no es importante pero quieto que sopa es que hacer uno los uve un accidente y pero los testículo ah en ese caso vengar a trabajar de 1230 a 1300 y eso por que seor pues porque el resto del tiempo lo que hacedor es tocorno los huevo y as usted no se sentir discriminar,0,1
hacia una nieta que se querida dar una vuelta de carnero entonces un día le pregunta la nieta mamamama me quedo dar una vuelta de carnero y la mama le dije no visita porque se le tan a ver los calbotes al otro día le dije mamamama me quedo dar la vuelta de carnero y la mama responder no visita porque se le tan a ver los calbotes y al otro día le dije la ni a la mama mama mama ya medio la vuelta de carenero y dije la mama y se te viejo los calbotes no porque me los saque,0,1
un nene le dije a la mama mama me quedo subir arriba de la mesa no porque te las a caer mama me quedo subir a la mesa si hacer lo que fueras suerte le dije la mama no mama porque me hoy a caer,0,1
como se dije 99 en chino cachichien,0,1
por que los colombiano tomar café en las esquina porque el café no se toma en la mitad de la calle,0,1
la maestra le pregunta a caimito si yo digno fu rica es tiempo pasado pero si digno son hermosa que es exceso de imaginación,0,1
coger un leñero el teléfono holgada es el nueve cuatro dos ocho seis sete nueve uno cuatro si si no si si no si no si,0,1
que le hijo un semáforo al otro no me mies que me esto combinado,0,1
caimito ve un chupetón en el suelo y le dije a la mama quedo recoger no las cosa de la calle no se recoger después la mama se caer al piso y le dije me poder ayudar no las cosa de la calle no se recoger,0,1
a carbono o tío children sitting in chaira goo00000000000l chiste enviado por magia flux,0,1
el gallego manolo se encontrada vivienda en argentina y estafa pasado por serio apuro económico cuando decidir meter de lleno en la galopante industria del secuestro que al parque es cercano se escondido detrás de un árbol y agarro al primer no que las lo lleva a su casa y escribir la siguiente nota que he secuestro a vuestro hijo si lo quepis tener vivo y de regreso con vosotros dejar mañana detrás del árbol de ucalitus a las 700 de la mañana una bolsa de supermercado con 10000 afirmado el gallego doble la nota y se la paso en el bolsa al no al que le dije veto director a tu casa y enseña a tus padre la nota al de siguiente enconar la bolsa de supermercado en el parque sen las instrucciones con los 10000 y con la siguiente nota poder que no quedo creer que un gallego le haya esto a otro gallego,0,1
que le dije un tiburón a un náufrago en mitad del océano lo de flotar se a a acabar,0,1
a dolphin jumping in te hacer cita a bien flying bote chiste enviado por chica rodriquez,0,1
dos amigo uno saca la cartera con una foto de su nueva novia mira esta es mi novia que te parecer impresionante hombre tampoco exagerar no no si es impresionante de verdad si naviera bigote sera clavadiza a hilera,0,1
por que los programadores son tan malo amante porque siempre intentar encontrar la forma de hacer la tarea lo es rápido posible y cuando lo consiguen esto convenido de que ha mejorar,0,1
entre un hombre borracho a un bar se siesta en una mesa y empiezo a gritar fuerte camarera hipo cabbbmmmarera hipo seor por favor compresa que deseo entonces el hombre saca nos pollito de los bolsillo los poner sobre la mesa y dije trigal una botella de whisky para a y para mis sobrino la mujer queda muy ahombrada pero le tras la bebida al rato vuelta a llamar el hombre camarera una botella de tequila para a y para mis sobrino al rato nuevamente camarera un champagne para a y para mis sobrino entonces la mujer se acerca y le dije esccheme usted ha bebido de es pero no me a a decir que creer que esos pollito son sus sobrino por supuesto que a los enconar en la calle y me decano to to to to,0,1
un muchacho le dije a un amigo ha una chica de telefónica que siempre me llama en los momento menos adecuado son una pesada mala a tomar por culo ya la mano le dije veto a tomar por culo que es bueno para la vista pero me volvo a llamar y que te hijo que ya que a tomar por culo pero que la vista le segura igual,0,1
se aire el ten y se ve un cartel con dos mariquita título de la película postergeis,0,1
un día pepino que a la escuela y la maestra podio a los alumno que como ejercicio trasera alguna cosa del hospital al de siguiente la profesora le pregunta a pepino que las traído pepino responder un tanque de oxígeno quien te lo dios mi abuelo que te hijo pepino no te lo llevar no te lo lleeeeves,0,1
el camarero al cliente como ha encontrado el seor el entrego de milagro liga de milagro,0,1
el salvaje oeste soldado necesitado voluntario el ejército pie vuestra ayuda vaya al territorio de los indio y por cada cabellera de sigua que consigna traer al fuerte les armos 100 dares en oro lo se ofrecer dos voluntario toma y sal que parte al territorio indio al caer la noche montón sus carpa casi al amanecer toma ye el chasquido de una camita se despierta y ve que alrededor del campamento ha 700 indio sigua con pintura de guerra rodendolos en absoluto silencio toma no pues creer lo que ve y grita sal sal despierta somo rico somo rico,0,1
un día pasada caimito y su abuelo y caimito agarrar un dulce a estafa en el suelo y el abuelo le dije no no caimito no se agarrar nada del suelo luego el abuelo traviesa y le dije levantar no no no se agarrar nada del suelo,0,1
estafa un hombre dado de pastar a su rebaño de oveja cuando de repente aparecer por el inhóspito camino una camioneta navegador xi ful equipaje y reluciente se detener frente al viejo y se baja un chaval de no es de 30 los traje negro camisa blanca humo los y zapato doy se acerca al viejo y le dije seor si yo le adivino cuenta oveja tizne un en su rebaño me regala una el viejo responder con algo de asombro a como no entonces el joven vuelta a su xi y saca un mal boca pro se conectar a la red de redel baja una base de dato de 300 te entre a una página de la nasa mediante un satélite identificar la zona exacta de donde es el rebaño calcular el promedio histórico del tamaño de una oveja tipo merino mediante una tabla dinámica de exceso y con la ejecución de alguna macho personalizadas en visual basis lograr completar el diagrama de flujo luego de tres hora le responder al viejo usted tizne 1347 oveja 256 macho y 1091 son hembra y 4 pueden estar embarazada el viejo asunto y le hijo que efectivamente as era y que se poda llevar una oveja el joven toma una y la cara en su xi y estafa por se cuando el viejo lo desuso y le pregunta disculpa pero si yo llegar a adivinar cual es su profesión un me devuelto mi oveja el joven le hijo sonriente seguro hombre hijo mientras abra la puerta de su camioneta para marchar el viejo entonces conteste usted es comerciar de telefónica el joven sorprendido completamente hijo exacto como se dios cuenta el viejo le responder por 4 razonar primero por mamá segundo vino sin que yo le llamar tercero me cobre por decir algo que yo ya sala y cuarto se nota que no tizne ni puta idea del negocio devulvame a mi perro,0,1
por que los pece no pueden usar computadoras porque tener miedo al virus tiburón,0,1
esto son dos mosquito que tan en una moto y el de atrás le dije al de delante ye para que se me ha metido una mosca en el ojo,0,1
vale uno de lepe del pueblo examinando después de vario las llega a salamanca muerto de hambre y se encuentro con un pastor y le dije si adivina cuanta oveja tizne si le regala una a lo que el pastor acceder el leñero cuenta y le dije al pastor 2558 oveja el pastor todo ahombrado le deja llevar una oveja al rato el pastor le grita al leñero muchacho vuelta a si adivino de donde tres me devuelves la oveja el leñero acepta y le dije el pastor usted es de lepe anda ha acertado y como lo saber hombre de 2558 oveja que tenso no las tu y te llevar al perro,0,1
mamamama en el colegio me llama cabeza anda hijo nube a la azotea a dar sombra al pueblo,0,1
vendo de vacaciones en grecia y todo muy bonito pero creta un asco un asco creta no gracia ya he cenado,0,1
entre un gallego en un banco con un garito chiquito en la mano se sita en el centro de la sala de la sucursal se nube a una silla y grita arriba las menos todo o aprieto el gatillo,0,1
llega el director del manicomio al manicomio y ve a un loco pegandose golpe en la cabeza a otro cuando solo y otro con la oreja pegado ala parecer director del manicomio pasa por delante y el loco le dije vender y el director del manicomio poner la oreja en la pared y dije pues no escucho nada y el loco dije pues si llevar todo el día,0,1
en una oficina dagame su nombre pedro pepepeperez es usted tartamudo no mi padre era el tartamudo y el del registro un hijo de puta,0,1
son celada encantado yo antoniano,0,1
que dije un semáforo al trono me mies que esto combinado,0,1
ira una cereza examinando y justo se ve por un espejo y dije ser esa,0,1
esto es caimito y cuanto que legal tarde a clase bien la prole y le pregunta a cuanto por que las llegado tarde es que estafa sonado que ira de viaje y me he dormido dije cuanto y la prole le pregunta a caimito y tu yo fu al aeropuerto a recibir,0,1
vale un ti hacienda un tortilla se tierra el telón vale otra vez acuerdo tortilla se tierra el telón se aire a vale hacienda hamburguesa como se titular el tortita,0,1
primer auto un pelo es en la cama segundo auto el pelo sigua en la cama tercer auto el pelo es todavía en la cama como se llama la obra el vello durmiente,0,1
esta a una es un mocito de pues y menos se que pala playa a broncear entonces el salva vida paso por donde estafa el mocito y hijo ha la pobre tortuga tirela al aguajajajajajajajajajaja,0,1
tan dos gitano por el desierto y de repente un trineo rojo con menos traviesa el cielo y dije uno de los gitano mira papanoeee y responder su compañero ni mía tampoco aaaii payaso,0,1
mama en el colegio me llama maricón y tu de aseo le pego con el bolso,1,4
un perito se llamada calcetín salir y se lo puchero,0,1
mama mama en el colegio me diasen que tenso pie grande bueno saca tu zapato del garaje tu padre quier sacar el auto,1,3
una caricatura de dos nos cuando al fútbol en un patio yo me hoy a ir a marte yo me hoy mira la luna al sol no vaya que te quemar a re tres yo me hoy ir pie al sol no yo no son tonto me hoy a ir de noche,0,1
un amigo le dije al otro a que pensar de las mujer cuando practicar el sexo con nosotros lo hacer por amor o por interés la a lo hacer por amor como esto tan seguro porque lo que es interés no poner ninguno,1,4
un piloto caer a una isla los lugareño le indicar que la niña forma de no meter a la olla era canibales era pasado tres prueba la primera debe consumir 20 litro de vino en 10 minuto luego cortar la melena a un len que estafa hambriento y por último satisfacer a una ninfomanía en diez minuto el piloto hombre decidir como poco entre a una casa y vale a los diez minuto completamente borracho luego de consumir todo el vino entre a la segunda casa y luego se escuchaña gritar al hombre y rugir al león luego gritar al len y rugir al hombre este vale a los diez minuto herido y lleno de sangre completamente borracho balbucear donde con es esa mujer a la que ha que cortar la melena,0,1
mama en la escuela me bien rata y porque hijo por que tenso oreja de rato,0,1
que te pongo un culata ron harre dios no que sorpresa que hacer de camarero llega por arte de magia,1,3
hola vena a sacar una muela muy bien sin dolor son 100 euro y con dolor son 500 euro no ser al revés no es correcto pues entonces sin dolor cuando el dentista empiezo a sacar la muela el paciente empiezo a gritar aaaaaahhhhhhhhhh este callandito o tener que cobrrselo con dolor,0,1
un chico que a una ferretería y le digno al ferretero debe una mosca por favor pero esta es una ferretería a lo asiento es que yo mi una mosca en la vidriera,0,1
mama el la escuela me dosel la mona jinete bueno hijo ya hoy abra com el director bien ahí,0,1
dije a estafa caimito en clase y le dije la maestra caimito cuanto es 21 fácil señorita oferta jajajajajajajajaja,0,1
saber porque la virgen esta parada se que a la villa y su silla,0,1
doctor doctor tenso los diente amarillosqu me recompensa corbata marrón,0,1
era una vez un chiquillo pequeño que le hijo su madre hijato hoy a comparte un hoyo a examinando por la calle yoyoyoyoyoyo se encuentro con el hermano mediano y le dije hoy a por pan a examinando por la calle dividendo por un tocino de pan por un tocino de pan se encuentro a su hermano el mayor y le dije hoy a alquilar una película cual sin con a por la calle y se encuentro un guardia y ve un patio muerto y le pregunta quien ha sino yoyoyoyo por que por un tocino de pan quien te creer sin con jejjeje mas gracia,0,1
que palabra tizne toda la vocal murciégalo,0,1
2 hombre tan a un hotel en francia de 80 piso y su habitación esta en el último piropo la noche se tan de marcha y el recepcionista les dije a las doce el ascensor se cerrada y solo volver a funcionar al amanecer entonces llegar a la una y les dije el leccionista es os lo dije ahora o subir por las escalera o espera a mañana uno de ellos dije no pasa nada nosotros nos amos contado historia el otro a es muy hablador a contado un montón de historia hasta llegar al piso número 79 y le dije al otro a cuenta una y el otro dije viernes a te cuenta una bien corta se me ha olvidado las llave abajo,0,1
mama mama el la escuela me bien cabezón bueno pero antes saca el gorro del garaje que tenso que guardar el auto,0,1
por que los libro nunca tener oro porque siempre tener una buena cubierta,0,1
yo son es de aquí te pillo aquí te mato de relacionar cortar no psicópata,0,1
por que los smartphones no pueden ser usado por secreto porque siempre perder la información tener demasiada fuga de dato y nunca pueden mantener un secreto,0,1
por que los fantasma son malo para mentir porque se les ve transparente,0,1
una caricatura de un no en un aula con un maestro la podrido deletrear ah no no el apio,0,1
una caricatura de dos nos sentado en silla con uno apuntado al otro goo000000000000 goloso te a chiste enviado por magia flux,0,1
to sabia que adivino el futuro desde cuando desde el jueves que bien,0,1
entre un turista a una farmacia en brasil y le dije al farmacéutico debe una aspirina por favor el negro saca una aspirina enorme del tamaño de un plato y se la envuelto el tipo confundir le pregunta no tizne una aspirina es chiquita una de tamaño normal y el negro le responder en brasil fabricador as aspirina mis grande de mundo el tipo ahombrado acepta la enorme aspirina y dije debe un tubo de pasta dentífrica por favor el negro saca un tubo del tamaño de un termo y le dije en brasil fabricador o tubo do pasta dentífrica mis grande de mundo voz gusto algo mis el tipo lo pienso un poco y le responder no gracia los supositorio los comprar de regreso a mi las,0,1
mamamama en el colegio me bien detergente por que riel jajjajaajjjajajaj,0,1
que animal es es sucio el cerdo o la vaca la vaca porque la vaca le pregunta al cerdo punto hacer que no te ducha el cerdo dije mi mi mi el cerdo se lo pregunta a ella y la vaca responder hacer muuuuuuuuuuuuuuuuucho tiempo,1,5
por que los colombiano llevar un azucarero al cine porque les gusto el cine dulcecito,1,5
una vejecita le pregunta a un chófer como llegar mas rápido al cementerio y el chófer responder ponasí debajo de la rueda,1,5
en un concurso de pájaro les toca el turno a un francés un inglés y un español el francés lleva un halcón le quita la capuchina y lo suelta a volar a los poco segundo el halcón estafa bastante alto saca una patita del bolsillo y la tira al aire el halcón baja en picado alcanzado la velocidad de 120 ka y lograr recoger la patita antes de que esta carga al suelo le tan 8 punto ahora le toca el turno al inglés se tras un águila real le quita la capucha la suelta a volar y cuando es muy alto saca una patita la parte en dos y la tira al aire el águila baja en picado a la velocidad de 160 ka y lograr recoger los dos pedazo antes de que toque el suelo le otorgar 9 punto le toca el turno al español se tras un torito de su casa y se le escucha gritar cutama ya esta porquera de la cabeza que no vez nada cuando lo hacer el loro se escapar a volar cuando a muy alto el amo saca una patita la parte en tres y la tira al aire el loro baja en picado alcanzado la vertiginosa velocidad de 240 ka y cuando se a cercano al suelo le grita al duro tira es paja tira mas paja desgraciado que me mato,1,5
era la mama de caimito que dije caimito es a comprar salchicha vale mama y a a la rienda resulta que estafa cerrada y se corta la piruja y llega a casa y dije ya esta mama y la madre dije caimito que buena esta es a comprar mas pues esperante que me crescafin,1,5
juan que es peor la ignorancia o la indiferencia ni lo se ni me importar,1,5
martes queda usted despedida pero si yo no he hecho nada por eso por eso,1,5
esto es una seora que esta embarazada y a andado por la calle y la pega tres tiro y nacer los nos y el primero dije mama mama hecho chaqueta y me a salido una balita y dije el segundo mama mama hecho chaqueta y me a salido una balita y dije el tercero mama mama me he tirado un pedo y he atado al abuelo,1,5
hacia una vez un crinito un japonés y un venezolano que reserbaron una habitación de un hotel en embrujador y al chino le salio el fantasma del ojo verde y le hijo son el fantasma de ojo verde y se tiro por la ventana de 1000 piso al japonés le hijo son el fantasma de ojo verde y se tiro por la ventana de 1000 y al venezolano son en fantasma de ojo verdecer le hijo a si en a dejadero moral y jamás volvo al hotel,0,1
uncientofico cojo una arma y le quito una pata y le dicearaa venta arma que y si así quitar las ocho entonces e dije arma en y la arma no puto ir porque no tenia patas entonces el científico antosta científicamente comprado que cuando a una arma le quitar las patas se ceda total mente sorda,0,1
era una ni salido del cole apresurada llega con su mal y le pregunta mal mal son muy inteligente podre decir de quien herido la inteligencia a lo que le responder su mal pues ser de tu padre porque yo an conserva la a,1,3
en el cumpleaños centenario del abuelo esta toda la familia reunión cantndole el feliz cumpleaños en esto que el abuelo vigésimo se aldea parecer que se a a caer de la silla y todo gritar el abuelo el abuelo cuidado con el abuelo y entre todo lo poner en la posición correcta al cabo de un rato la misma situación el abuelo el abuelo cuidado con el abuelo y as variar veras hasta que al final el abuelo dije pero la leche ni en el de de mi cumpleaños me quedo tirar un pedo tranquilo,1,3
claro aquí te dejo uno por que los libro nunca tener oro porque siempre tener una buena cobertura,0,1
en clase dos nos mi polígrafo escriba en diez color bah eso no es nada el no los escriba todo anda ya pero si el tuyo lo tizne tinta azul ya pero es capaz de escribirlos todo te lo hoy a demostrar y escriba en una libreta rojo rosa verde amarillo violeta azul granate negro,1,3
este era un seor muy borracho que ya se le haba hecho costumbre llegar a su casa borrachsimo su mujer muy ensalada le poner una trampa se disfraz de satanás y se esconder detrás de un silla para asustar el tipo llega se siesta en el silla su mujer vale y empiezo a dar de grito el sin inmutable le contenta no me asustar esto casado con tu hermana,1,2
ayer me enconar con tu mujer y que pues que tener es cuerno que un silingo subido en un ciervo con los bolsillo lleno de caracoleo,0,1
por que los colombiano llevar siempre un azucarero a las reuniones porque siempre les bien chile candela a esa presentación,1,5
como se dije hospital en japonés oxiuro otomano,0,1
mama la escuela me ignoranmama a donde pasmada mamaaaaaa,0,1
hacia una vez un no que que a mear una palmera y la palmera le hijo tan chico y ordenando los arboleda y el le hijo y tu tan grande y mostrado los coco,1,3
se aire el ten y aparecer es de 100 cerdo cayado por un barranco se tierra el ten como se llama la pelicular invasión del imperio marrano,0,1
entre un turista a una farmacia en brasil y le dije al farmacéutico debe una aspirina por favor el negro saca una aspirina enorme del tamaño de un plato y se la envuelto el tipo confundir le pregunta no tizne una aspirina es chiquita una de tamaño normal y el negro le responder en brasil fabricador as aspirina mis grande de mundo el tipo ahombrado acepta la enorme aspirina y dije debe un tubo de pasta dentífrica por favor el negro saca un tubo del tamaño de un termo y le dije en brasil fabricador o tubo do pasta dentífrica mis grande de mundo voz gusto algo mis el tipo lo pienso un poco y le responder no gracia los supositorio los comprar de regreso a mi las,1,4
mama me limiste que mi hermano era un angelito acabo de tirar por la ventana y no vuelta,1,4
que le pasa a una vaca si se como un vidrio a le vale la leche cortada ad,1,4
anoche liga con una ta buensima que pierna que pecho que culo y de cara ah eso si carisma,1,4
un día caimito le dije a un amigo como tu creer que se reina una empanada el amigo de caimito le hijo no se como y caimito índice ajo ajo ajo,1,2
con cuenta mujer las estado antes de que nos conociramos las suficiente eso no es importante mi amor cuenta querido es que no quieto disgustar bueno dama que cuenta una dos tres cuatro cinco seis sete a nueve diez once doce trece catorce quince,1,3
se aire el ten y aparecer ciento de barra de pan una al lado de otra como se llama la película indiana joven pausa nadie entender el chiste por que música de indiana joven pan pan pan pannnnn pan pan panzón pan pan pan pannnnn pan pan pan pan pan,0,1
manual como ha do el juicio el juez ha dicho que 5 los de cárcel o 95 mil euro a no esas tonto coger el dinero,1,5
un de la mama de caimito le hijo caimito me hoy a comprar la mama de caimito le de variar tarea le hijo caimito friega el suelo con leja haz las tostada con mantequilla el pollo al horno y el debe a dormir cuando la mama de caimito vuelta de comprar le dije pero caimito que las hecho lo que tu me limiste mal el suelo con mantequilla las tostada con leja el debe al horno y el pollo a dormir pero caimito que las hecho shhhhmama que el pollo esta durmiente,0,1
en un crucero un borracho le pregunta a un hombre donde es el capitán por babor por babor donde es el capitán,0,1
por que los colombiano llevar una escoba en el coche porque siempre esto barrido de amor por su las,0,1
esto es un hombre que a a la casa de su amigo y le en la puerta cuidado con el perro el amigo le explicar no haya caso y entre al entrar el amigo se encuentro con chihuahua y le dije por que poner cuidado con el perro si es inofensivo es decir es muy pequeño su amigo le contenta por eso es que ya me lo ha chalado 7 veras,0,1
un profesor de inglés que estafa harto de que un alumno suyo no pasar de curso por lo suspender su materia entonces decidir hacer un pequeño examen para ver poda pasar a ver caimito si yo te tijera en te lindo que sera y caimito responder lindo lindo eso es de los ordenador no no caimito no es de los ordenador es abrir la ventana a ver otra que es clase te lindo caimito responder otra vez lo de lo ordenador no no caimito no si en te lindo es abrir la ventana clase te lindo ser cerrar la ventana a ver la última oportunidad caimito que es godo morfina caimito dije ah esta a que la a godo morfina es la ventana entre abierta,0,1
doctor a veras higo vos es usted sordo no asunto aclarado,0,1
cual es el animal que vuelta mas alto el conejo el conejo que conejo el de la azafata,0,1
ira un hombre muerto de hambre y no tenia real para comprar y pasa frente a una mata de mango y ve un mango en la punta de la mata y se nube como pues matandose resguandose y a lo que llega arriba lo toca y dije verga esta maduro y se vaya a traje palo a a a a,0,1
por que no se pues discutir con la vida porque siempre tizne la última palabra y encima te dije que es por tu bien,1,4
estafa una familia de catalana reunión ante el retro del padrerecin fallecido el hijo menor dije ahora tendremos que hacer realidad la última voluntad de papá ser encerrado con un millón de peseta en el ataúd el hijo mediano jade a bueno pero en realidad lo pondremos 750000 peseta porque ha que descontar el 25 por ciento de ir el hijo mayor apostilla también tendremos que deducir el 16 por ciento viva la viuda tercia en la conversación de forma resolutiva basta ya vuestro padre no merecer estos regateo se le enterrar con la tarjeta de crédito y que a gasto cuanto quieta,0,1
entre un matrimonio en un restaurante y cuando se siesta le dije la mujer te las dado cuenta del borracho que haba en la barra del bar es mi novio que no ha parado de beber desde que nos separador no me extraña todavía lo estar celebrador,1,5
